name,city,type,phone,email,website,address,nickname
"Autoservisas “SMAGRATIS” Žemaitės al. 31, Kretinga",Neringa,Autoservisas,+370 614 83801,info@kretingos-smagratis.lt,https://servisas.kretingos-smagratis.lt/,"Žemaitės al. 31, Kretinga, 97106 Kretingos r. sav., Lietuva",autoservisas-smagratis-zemaites-al-31-kretinga-neringa
"Autodainai, autoservisas, Anveta",Neringa,Autoservisas,+370 41 416669,info@anveta.lt [gen],http://anveta.lt/,"Ateities g. 1, 78170 Dainos, Lietuva",autodainai-autoservisas-anveta
Blanco Beauty,Neringa,Kirpykla,+370 623 20232,,,"Pamėnkalnio g. 5, 01116 Vilnius, Lietuva",blanco-beauty
Užupio grožio namai,Neringa,Kirpykla,+370 630 19990,info@ugnshop.lt [gen],https://ugnshop.lt/,"Baltasis skg. 9, 01207 Vilnius, Lietuva",uzupio-grozio-namai
Vis Unita,Neringa,Kirpykla,+370 611 12060,,,"Konstitucijos pr. 20, 09308 Vilnius, Lietuva",vis-unita
Dvarčionių kirpykla,Neringa,Kirpykla,+370 671 80941,,https://www.facebook.com/dvarcioniu.kirpykla,"Keramikų g. 2, 10233 Vilnius, Lietuva",dvarcioniu-kirpykla
Kirpėjas,Neringa,Kirpykla,+370 693 89000,info@kirpejas.com,https://www.kirpejas.com/,"Saltoniškių g. 29, 08105 Vilnius, Lietuva",kirpejas
Kukla Beauty Box,Neringa,Kirpykla,+370 5 262 8888,info@kukla.lt,http://www.kukla.lt/,"Visų Šventųjų g. 9, Vilnius, 01307 Vilniaus m. sav., Lietuva",kukla-beauty-box
Vasco,Neringa,Kirpykla,+370 693 37617,info@vasco.com,http://www.vasco.lt/,"Kalvarijų g. 131, 08221 Vilnius, Lietuva",vasco
Oksana Pikul,Neringa,Kirpykla,+370 679 74511,,,"Aguonų g. 9, 03225 Vilnius, Lietuva",oksana-pikul
2Vixen,Neringa,Kirpykla,+370 684 16335,,,"Ozo g. 8A-172, 08200 Vilnius, Lietuva",2vixen
