name,city,type,phone,email,website,address,nickname
„Lagūna“ poilsio apartamentų kompleksas Šventojoje prie pat jūros,Šventoji,viešbutis,+37067647693,,https://www.laguna.lt,,laguna-poilsio-apartamentu-kompleksas-sventojoje-prie-pat-ju
Baltijos perlas ir namelių nuoma Šventojoje,Šventoji,viešbutis,+37060468629,,https://www.balticseaside.lt/en/accommodation/rest-complex-baltijos-perlas-7401/,,baltijos-perlas-ir-nameliu-nuoma-sventojoje
"Apartamentai - butai ""Beluga"" - poilsis prie jūros",Šventoji,viešbutis,+37068210820,,https://beluga.lt/,,apartamentai-butai-beluga-poilsis-prie-juros
Vaiva - Nauji apartamentai Šventojoje. Vos 100 metrų iki jūros,Šventoji,viešbutis,+37067004808,info@vaivahotel.lt,https://www.balticseaside.lt/en/accommodation/apartments-for-rent-in-23318/,,vaiva-nauji-apartamentai-sventojoje-vos-100-metru-iki-juros
Pajūrio Sodyba - viešbutis Šventojoje,Šventoji,viešbutis,+37046045644,,https://pajuriosodyba.com/en/,,pajurio-sodyba-viesbutis-sventojoje
SPA „Amber Palace“ Palanga,Šventoji,viešbutis,+37065524312,,https://www.vilaartemide.lt/en/,,spa-amber-palace-palanga-2
Viešbutis Šventojoje,Šventoji,viešbutis,+37065034012,,https://www.balticseaside.lt/en/accommodation/hotel-in-sventoji-22506/,,viesbutis-sventojoje
"Sveikatos centras ""ENERGETIKAS""",Šventoji,viešbutis,,,https://www.balticseaside.lt/en/accommodation/health-center-energetikas/,,sveikatos-centras-energetikas-2
"Viešbutis ""Resort Hotel Elija""",Šventoji,viešbutis,+37066986000,,https://zydroji-liepsna.lt/?lang=en,,viesbutis-resort-hotel-elija
"Poilsiavietė ""Fetingas"", medinių namelių nuoma Šventojoje",Šventoji,svečių namai,+37067750900,,http://www.fetingas.lt,,poilsiaviete-fetingas-mediniu-nameliu-nuoma-sventojoje
"""Vyturiai"" - naujų apartamentų nuoma Šventojoje",Šventoji,svečių namai,+37068264050,,https://zydroji-liepsna.lt/?lang=en,,vyturiai-nauju-apartamentu-nuoma-sventojoje
"Svečių namai Šventojoje ""Titanikas""",Šventoji,svečių namai,+37064699088,,https://zydroji-liepsna.lt/?lang=en,,sveciu-namai-sventojoje-titanikas
Audronašų Vilos Šventojoje,Šventoji,svečių namai,+37068313132,,https://m.me/AudronašųVilosŠventojoje,,audronasu-vilos-sventojoje
"Jaukus poilsis Šventojoje ""11 Kopų""",Šventoji,svečių namai,+37060209090,,http://www.11kopu.lt,,jaukus-poilsis-sventojoje-11-kopu
"Svečių namai Šventojoje, Žuvėdrų g. 37A",Šventoji,svečių namai,+37066513252,,https://zydroji-liepsna.lt/?lang=en,,sveciu-namai-sventojoje-zuvedru-g-37a
KOPOSE - Floros simfonija Jūros - nauji svečių namai Šventojoje,Šventoji,svečių namai,+37068641400,,https://florossimfonija.lt,,kopose-floros-simfonija-juros-nauji-sveciu-namai-sventojoje
Floros simfonijos - F.S Vilos Nameliai Šventojoje,Šventoji,svečių namai,+37061522277,fsvilos@florossimfonija.lt,http://www.florossimfonija.lt,,floros-simfonijos-f-s-vilos-nameliai-sventojoje
Kambarių su visais patogumais nuoma rąstiniuose nameliuose “Žuvėdrų takas”,Šventoji,svečių namai,+37065759510,,https://www.balticseaside.lt/en/accommodation/rooms-for-rent-in-sventoji-1172/,,kambariu-su-visais-patogumais-nuoma-r-stiniuose-nameliuose-z
"„Vila Inga“ - patogūs kambariai, apartamentai, nameliai arti jūros",Šventoji,svečių namai,+37065673314,,http://www.vila-inga.lt,,vila-inga-patogus-kambariai-apartamentai-nameliai-arti-juros
"Nauji nameliai su patogumais, virtuvėmis ir terasomis Šventojoje „Vasarė“",Šventoji,svečių namai,+37060847149,,https://zydroji-liepsna.lt/?lang=en,,nauji-nameliai-su-patogumais-virtuvemis-ir-terasomis-sventoj
Džiugutis. Kambarių ir namelių nuoma Šventojoje,Šventoji,svečių namai,+37067543363,,https://m.me/sodybadziugutis,,dziugutis-kambariu-ir-nameliu-nuoma-sventojoje
"Kambarių ir namelių nuoma Šventojoje su visais patogumais ""Žuvėdros""",Šventoji,svečių namai,+37067224714,,https://zydroji-liepsna.lt/?lang=en,,kambariu-ir-nameliu-nuoma-sventojoje-su-visais-patogumais-zu
"Namelių ir liuksų nuoma Šventojoje ""Pelėda ir Pelėdžiukas""",Šventoji,svečių namai,+37067117700,,https://www.balticseaside.lt/en/accommodation/small-houses-for-rent-mokyklos-25-423/,,nameliu-ir-liuksu-nuoma-sventojoje-peleda-ir-peledziukas
"Namelių ir liuksų nuoma Šventojoje ""Pelėda ir Pelėdžiukas""",Šventoji,svečių namai,+37067117700,,https://www.balticseaside.lt/en/accommodation/guest-house-in-sventoji-peleda-6913/,,nameliu-ir-liuksu-nuoma-sventojoje-peleda-ir-peledziukas-2
"Poilsio namai ""Undinė"" Šventojoje, 100m iki jūros!",Šventoji,svečių namai,+37069322007,,http://www.poilsineundine.lt/en/rezervacija/,,poilsio-namai-undine-sventojoje-100m-iki-juros
Trijų miegamųjų kotedžas “11 GULBIŲ”,Šventoji,svečių namai,+37062203618,,https://m.me/KotedžiukaiŠventojoje,,triju-miegamuju-kotedzas-11-gulbiu
"Kambarių ir naujų namelių nuoma poilsiui Šventojoje ""Žuvėdrų kiemelis""",Šventoji,svečių namai,+37061209115,,https://zydroji-liepsna.lt/?lang=en,,kambariu-ir-nauju-nameliu-nuoma-poilsiui-sventojoje-zuvedru-
"""66 Pylimo"". Apartamentų nuoma Šventojoje. Korpusas nr. 2, kotedžas nr. 5",Šventoji,svečių namai,+37069975806,info@lavedina.lt,https://www.balticseaside.lt/en/accommodation/holiday-in-sventoji-pylimo-66/,,66-pylimo-apartamentu-nuoma-sventojoje-korpusas-nr-2-kotedza
"""Audronės sodyba"" -  rąstiniai nameliai, kambariai, apartamentai",Šventoji,svečių namai,+37069806616,,https://www.balticseaside.lt/en/accommodation/audrones-farmstead-misko22/,,audrones-sodyba-r-stiniai-nameliai-kambariai-apartamentai
"Apartamentai ""Poilsis Šventojoje""",Šventoji,svečių namai,+37068644522,,http://www.poilsissventojoje.lt,,apartamentai-poilsis-sventojoje
Edelweiss vila Šventojoje,Šventoji,svečių namai,+37069885480,,http://vilaedelweiss.eu,,edelweiss-vila-sventojoje
Poilsis Šventojoje - 50 m iki kopų „Ošupio Kopa“,Šventoji,svečių namai,+37066830547,priesveja.apartamentai@gmail.com,https://www.osupiokopa.lt/en/,,poilsis-sventojoje-50-m-iki-kopu-osupio-kopa
"Vila ir namelių nuoma Šventojoje ""Aura""",Šventoji,svečių namai,+37060468629,,https://www.balticseaside.lt/en/accommodation/aura-and-summerhouses-231/,,vila-ir-nameliu-nuoma-sventojoje-aura
"Rąstiniai, jaukūs kotedžiukai ir svečių namai ""Topolis"" pačiame Šventosios centre",Šventoji,svečių namai,+37068851390,,https://www.balticseaside.lt/en/accommodation/new-holiday-houses-for-rent-in-sventoji-5517/,,r-stiniai-jaukus-kotedziukai-ir-sveciu-namai-topolis-paciame
"Namelių, apartamentų, kambarių nuoma ""Ošupynė"" - 150 m iki jūros!",Šventoji,svečių namai,+37068897302,,https://www.osupyne.lt/en/,,nameliu-apartamentu-kambariu-nuoma-osupyne-150-m-iki-juros
"""Kuršių šešetas"" - Šventojoje",Šventoji,svečių namai,+37068433576,,https://www.balticseaside.lt/en/accommodation/-curonian-six-25496/,,kursiu-sesetas-sventojoje
"Naujų butų, apartamentų, namelių nuoma ""Vila Tante""",Šventoji,svečių namai,+37061314415,,https://www.balticseaside.lt/en/accommodation/new-flats-apartments-holiday-houses-for-rent-vila-tante-7711/,,nauju-butu-apartamentu-nameliu-nuoma-vila-tante
"""Vasarnamiai"" - naujų namelių ir liuksų name nuoma Šventojoje!",Šventoji,svečių namai,+37068399741,,https://zydroji-liepsna.lt/?lang=en,,vasarnamiai-nauju-nameliu-ir-liuksu-name-nuoma-sventojoje
"Poilsinė ""Ošia"" - kambariai, apartamentai 150 m iki kopų!",Šventoji,svečių namai,+37069811740,,https://osia.lt/en/,,poilsine-osia-kambariai-apartamentai-150-m-iki-kopu
"Namelių, kambarių nuoma Šventojoje",Šventoji,svečių namai,+37060608915,,https://www.balticseaside.lt/en/accommodation/room-rental-in-sventoji-1019/,,nameliu-kambariu-nuoma-sventojoje
"Vila Šventojoje ""Ambasada"". Yra pirtis, jacuzzi, banketų salė.",Šventoji,svečių namai,+37060946170,info@ambasadahotel.lt,http://www.ambasadahotel.lt,,vila-sventojoje-ambasada-yra-pirtis-jacuzzi-banketu-sale
"Poilsio namai ""Elektronas"". Namelių nuoma tik 100 metrų iki jūros!",Šventoji,svečių namai,+37067375089,info@elektronas-galera.lt,https://zydroji-liepsna.lt/?lang=en,,poilsio-namai-elektronas-nameliu-nuoma-tik-100-metru-iki-jur
Namelių ir kambarių nuoma Šventojoje,Šventoji,svečių namai,+37067486207,,https://www.balticseaside.lt/en/accommodation/rooms-for-rent-in-sventoji-2036/,,nameliu-ir-kambariu-nuoma-sventojoje
"Namelių nuoma prie ežero netoli Šventosios (pirtis, žirgai bei kitos pramogos)",Šventoji,svečių namai,+37060305688,,https://m.me/poilsisprieezero,,nameliu-nuoma-prie-ezero-netoli-sventosios-pirtis-zirgai-bei
Želvė Village & SPA – unikali poilsio ir švenčių oazė,Šventoji,svečių namai,+37046020420,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,zelve-village-spa-unikali-poilsio-ir-svenciu-oaze-2
"""Apartamentai Upė"" - apartamentų ir namelių nuoma",Šventoji,svečių namai,+37069825757,,https://www.apartamentaiupe.com/en/,,apartamentai-upe-apartamentu-ir-nameliu-nuoma
"2-viečiai kambariai su atskiru įėjimu – naujoje viloje Šventojoje, ramioje vietoje, prie pušyno",Šventoji,svečių namai,+37061614646,,https://zydroji-liepsna.lt/?lang=en,,2-vieciai-kambariai-su-atskiru-iejimu-naujoje-viloje-sventoj
Skrablas – sodyba Latvijos Nidoje 50 m nuo jūros!,Šventoji,svečių namai,+37068697904,info@piejuras.lv [gen],https://www.piejuras.lv/lt/apgyvendinimas/skrablas-sveciu-namai-20548/,,skrablas-sodyba-latvijos-nidoje-50-m-nuo-juros
Kotedžai Gulbės Takas Šventojoje,Šventoji,svečių namai,+37061844382,,https://m.me/Gulbestakas,,kotedzai-gulbes-takas-sventojoje
Poilsio namai Šventojoje „IEVA“,Šventoji,svečių namai,+37046045300,,http://www.ievapoilsionamai.lt,,poilsio-namai-sventojoje-ieva
"Svečių namai ""Prie Švyturio 10"" Šventojoje",Šventoji,svečių namai,+37064675775,,https://zydroji-liepsna.lt/?lang=en,,sveciu-namai-prie-svyturio-10-sventojoje
"Namelių nuoma ""Pylimo slėnis"" su vaikų žaidimo aikštele",Šventoji,svečių namai,+37060766600,,http://www.pylimoslenis.lt,,nameliu-nuoma-pylimo-slenis-su-vaiku-zaidimo-aikstele
"Švyturio Apartamentai Šventojoje + nameliai ""Jūros 20+""",Šventoji,svečių namai,+37068481388,,http://www.nameliainuomai.lt,,svyturio-apartamentai-sventojoje-nameliai-juros-20
"Poilsinė ""Paukščių takas - Vertikalė"" naujai įrengti numeriai su atskirais įėjimais, terasomis Šventojoje!",Šventoji,svečių namai,+37068399741,,https://zydroji-liepsna.lt/?lang=en,,poilsine-pauksciu-takas-vertikale-naujai-irengti-numeriai-su
Meridia – Apartamentų kompleksas Šventojoje 100 žingsnių iki jūros!,Šventoji,svečių namai,+37062227297,,https://www.meridia.lt,,meridia-apartamentu-kompleksas-sventojoje-100-zingsniu-iki-j
"""Forus"" apartamentai pušyne, šalia jūros",Šventoji,svečių namai,+37063665588,,https://www.forus.lt/eng/,,forus-apartamentai-pusyne-salia-juros
"""Vasarnamiai 2"" - naujų namelių ir liuksų name nuoma Šventojoje!",Šventoji,svečių namai,+37068399741,,https://www.balticseaside.lt/en/accommodation/wooden-houses-rooms-21284/,,vasarnamiai-2-nauju-nameliu-ir-liuksu-name-nuoma-sventojoje
"""Savas"" naujai įrengtas 130 kv.m kotedžas Šventosios centre",Šventoji,svečių namai,+37069831225,gintarasvaic@yahoo.com,https://www.balticseaside.lt/en/accommodation/-savas--23066/,,savas-naujai-irengtas-130-kv-m-kotedzas-sventosios-centre
"""Les Dunes"" Atostogų namukas su terasa šalia jūros. Vos 30m iki papludymio",Šventoji,svečių namai,+37065518870,,https://www.balticseaside.lt/en/accommodation/-les-dunes-24670/,,les-dunes-atostogu-namukas-su-terasa-salia-juros-vos-30m-iki
„Žuvėdros Namai“ apartamentų bei 72 m² buto nuoma,Šventoji,svečių namai,+37062347413,,https://www.zuvedros.lt,,zuvedros-namai-apartamentu-bei-72-m-buto-nuoma
Sodyba šalia Šventosios „Laukdvaris“ – poilsiui ir šventėms,Šventoji,svečių namai,+37064020030,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,sodyba-salia-sventosios-laukdvaris-poilsiui-ir-sventems
"Kambarių ir namelių nuoma Šventojoje su visais patogumais ""Žuvėdrų 53""",Šventoji,svečių namai,+37065208191,,http://www.zuvedru53.lt,,kambariu-ir-nameliu-nuoma-sventojoje-su-visais-patogumais-zu-2
"Angleras.lt. Kambarių, namelių nuoma Šventojoje",Šventoji,svečių namai,+37069321000,,https://zydroji-liepsna.lt/?lang=en,,angleras-lt-kambariu-nameliu-nuoma-sventojoje
Šventoji family apartamentai,Šventoji,svečių namai,+37061614999,,https://zydroji-liepsna.lt/?lang=en,,sventoji-family-apartamentai
"Svečių namai ""Topolis"" ir jaukūs kotedžiukai pačiame Šventosios centre",Šventoji,svečių namai,+37068851390,,https://zydroji-liepsna.lt/?lang=en,,sveciu-namai-topolis-ir-jaukus-kotedziukai-paciame-sventosio
Kambariai ir apartamentai Šventojoje „VILA REGINA“ – išskirtinis poilsis!,Šventoji,svečių namai,+37060539113,,http://www.vilaregina.lt,,kambariai-ir-apartamentai-sventojoje-vila-regina-isskirtinis
"Poilsio nameliai ir svečių namai ""Penkios gulbės""",Šventoji,svečių namai,+37068313132,,https://www.balticseaside.lt/en/accommodation/new-wooden-houses-with-all-amenities-5311/,,poilsio-nameliai-ir-sveciu-namai-penkios-gulbes
"Apartamentai Šventojoje – Vila ""Jonpapartis"". Didelis kiemas, pirtis",Šventoji,svečių namai,+37065540709,,https://zydroji-liepsna.lt/?lang=en,,apartamentai-sventojoje-vila-jonpapartis-didelis-kiemas-pirt
"Kambarių, namelių nuoma Šventojoje su vaizdu į jūrą „Kopa-Jūra“",Šventoji,svečių namai,+37067840869,,https://zydroji-liepsna.lt/?lang=en,,kambariu-nameliu-nuoma-sventojoje-su-vaizdu-i-jur-kopa-jura
"Namelių, kambarių nuoma su patogumais",Šventoji,svečių namai,+37064654944,,https://www.balticseaside.lt/en/accommodation/euro-houses-and-cottages-for-rent-in-sventoji-5399/,,nameliu-kambariu-nuoma-su-patogumais
"Nauji Nameliai ir liuksai su kondicionieriais Šventojoje ""Jūrmylė""",Šventoji,svečių namai,+37065516627,,http://www.akmeninesala.lt/lt.php/baidariu-nuoma,,nauji-nameliai-ir-liuksai-su-kondicionieriais-sventojoje-jur
"Apartamentai  ir kotedžai Šventojoje ""Trys pušys""",Šventoji,svečių namai,+37069878311,,https://zydroji-liepsna.lt/?lang=en,,apartamentai-ir-kotedzai-sventojoje-trys-pusys
Namelių bei apartamentų nuoma Šventojoje,Šventoji,svečių namai,+37067317539,,https://www.balticseaside.lt/en/accommodation/holiday-houses-for-your-rest-in-sventoji-5483/,,nameliu-bei-apartamentu-nuoma-sventojoje
"""20 Jūros"" - atostogos Baltijos pajūryje",Šventoji,svečių namai,+37064060284,,http://www.pajuriokrantas.lt,,20-juros-atostogos-baltijos-pajuryje
"Poilsinė ""Saulėtekis"" Šventojoje",Šventoji,svečių namai,+37068759022,,https://www.balticseaside.lt/en/accommodation/rest-place-sauletekis-in-sventoji-6354/,,poilsine-sauletekis-sventojoje
"Kambariai ir apartamentai Šventojoje - svečių namai  ""11 ŽUVĖDRŲ""",Šventoji,svečių namai,+37061589295,,http://www.11zuvedru.lt/en/,,kambariai-ir-apartamentai-sventojoje-sveciu-namai-11-zuvedru
"Kambarių, butų nuoma Šventojoje poilsio namuose ""Germantas""",Šventoji,svečių namai,+37065224981,%20raimirina@gmail.com,https://www.balticseaside.lt/en/accommodation/1-room-flat-rent-in-sventoji-3396/,,kambariu-butu-nuoma-sventojoje-poilsio-namuose-germantas
"Poilsinė ""Žibintas"" - šiuo metu yra vietų",Šventoji,svečių namai,+37065081111,,http://www.sventojizibintas.lt,,poilsine-zibintas-siuo-metu-yra-vietu
"Poilsiavietė Vita, Šventojoje",Šventoji,svečių namai,+37061568008,,https://www.balticseaside.lt/en/accommodation/resort-in-sventoji-vita-432/,,poilsiaviete-vita-sventojoje
"Beveik kopose! ""Vyto Sodyba"" - Apartamentų, kambarių, namelių nuoma",Šventoji,svečių namai,+37068655484,,https://www.balticseaside.lt/en/accommodation/small-houses-and-apartments-for-rent-1156/,,beveik-kopose-vyto-sodyba-apartamentu-kambariu-nameliu-nuoma
"Nauji apartamentai Šventojoje. 2-viečiai ir 4-vietis. Atskiri įėjimai, visi patogumai, kiemas",Šventoji,svečių namai,+37061155585,,https://www.balticseaside.lt/en/accommodation/the-newly-furnished-apartments-for-rent-in-sventoji-5167/,,nauji-apartamentai-sventojoje-2-vieciai-ir-4-vietis-atskiri-
9 Lelijos - rąstiniai nameliai jaukiam šeimyniniam poilsiui.,Šventoji,svečių namai,+37060666466,,https://www.balticseaside.lt/en/accommodation/9-lelijos-new-wooden-holiday-houses-for-cosy-family-rest-7720/,,9-lelijos-r-stiniai-nameliai-jaukiam-seimyniniam-poilsiui
"Jūros g. 28, Šventoji. Mini kotedžiukai - butai ant jūros kranto. ""Pas Aldoną - Aidą""",Šventoji,svečių namai,+37067139155,,https://www.balticseaside.lt/en/accommodation/rooms-for-rent-in-sventoji-3501/,,juros-g-28-sventoji-mini-kotedziukai-butai-ant-juros-kranto-
Palanga Life Balance SPA Hotel,Palanga,SPA,+370 460 41414,info@palangahotel.lt [gen],https://palangahotel.lt/en,"Birutės al. 60, 00135 Palanga, Lietuva",palanga-life-balance-spa-hotel
Monist SPA hotel,Palanga,SPA,+370 669 80010,poilsis@monist.lt,https://www.monist.lt/,"Vytauto g. 88a, 00136 Palanga, Lietuva",monist-spa-hotel
Kerpė Hotel & SPA,Palanga,SPA,+370 601 02944,info@kerpehotel.lt,https://www.kerpehotel.lt/,"Vytauto g. 76, 00129 Palanga, Lietuva",kerpe-hotel-spa
Atostogų parkas,Palanga,SPA,+370 600 85222,info@atostoguparkas.lt [gen],https://atostoguparkas.lt/,"Venecijos akl. 2, 97231 Žibininkai, Lietuva",atostogu-parkas
Palanga SPA Design,Palanga,SPA,+370 460 41411,,,"Birute avenue 60, 00135 Palanga, Lietuva",palanga-spa-design
Gabija,Palanga,SPA,+370 699 95973,info@gabija.lt,https://www.gabija.lt/,"Vytauto g. 40, 00160 Palanga, Lietuva",gabija
Vanagupė,Palanga,SPA,+370 460 41199,hc108-fo@accor.com,https://mercurevanagupe.lt/,"Vanagupės g. 31, 00169 Palanga, Lietuva",vanagupe
Mana Suites & Sea | Palanga,Palanga,SPA,+370 460 48085,spa.palanga@manahotels.lt,https://www.manahotels.lt/palanga/lt,"M. Valančiaus g. 1, 00136 Palanga, Lietuva",mana-suites-sea-palanga
Gradiali,Palanga,SPA,+370 667 22801,info@gradiali.com,http://www.gradiali.lt/,"Vanagupės g. 15, 00169 Palanga, Lietuva",gradiali
Pušų paunksnėje Hotel,Palanga,SPA,+370 656 86939,info@pusupaunksneje.lt,http://www.pusupaunksneje.lt/,"S. Dariaus ir S. Girėno g. 25, 00131 Palanga, Lietuva",pusu-paunksneje-hotel
Grand Baltic Dunes,Palanga,Viešbutis,+370 615 22255,hotel@grandbalticdunes.com,http://www.grandbalticdunes.com/,"Birutės al. 26, 00135 Palanga, Lietuva",grand-baltic-dunes
Baltic Inn hotel,Palanga,Viešbutis,+370 698 29020,reservation@balticinn.lt,https://balticinn.lt/,"S. Daukanto g. 10A, 00135 Palanga, Lietuva",baltic-inn-hotel
Relax Park,Palanga,Viešbutis,+370 655 66366,,,"Kuršių tak. 3, 00317 Palanga, Lietuva",relax-park
"Viešbutis ""Grand Baltic DUNES"" ****PLIUS - modernūs kambariai, restoranas, konferencijų salė, grožio ir SPA paslaugos",Palanga,viešbutis,+37061522255,,https://www.vilaartemide.lt/en/,,viesbutis-grand-baltic-dunes-plius-modernus-kambariai-restor
"Viešbutis - SPA ""Palangos žuvėdra""",Palanga,viešbutis,+37065540083,,https://www.vilaartemide.lt/en/,,viesbutis-spa-palangos-zuvedra
"Viešbutis Palangoje ""Gabija"" **** PLIUS. Yra restoranas, konferencijų salė, SPA - sveikatingumo centras",Palanga,viešbutis,+37069995973,,https://www.vilaartemide.lt/en/,,viesbutis-palangoje-gabija-plius-yra-restoranas-konferenciju
Viešbutis Palanga Life Balance SPA ***** Palangoje,Palanga,viešbutis,+37046041414,,https://www.vilaartemide.lt/en/,,viesbutis-palanga-life-balance-spa-palangoje
"Viešbutis ""MŪZA"" Palangoje",Palanga,viešbutis,+37067877793,,https://www.vilaartemide.lt/en/,,viesbutis-muza-palangoje
Svečių namai „Aštuoni“ **** Palangoje. Prabangūs liuksai prestižinėje vietoje,Palanga,viešbutis,+37062048888,,https://www.vilaartemide.lt/en/,,sveciu-namai-astuoni-palangoje-prabangus-liuksai-prestizinej
"Viešbutis Palangoje „Mercure Palanga Vanagupė Resort“. Restoranas, SPA centras, konferencijų salės, lauko baseinas, terasa",Palanga,viešbutis,+37046041199,,https://www.vilaartemide.lt/en/,,viesbutis-palangoje-mercure-palanga-vanagupe-resort-restoran
Apartamentai ir Kotedžas Palangoje „Vila Elegancija“. Prie Botanikos parko,Palanga,viešbutis,+37061574455,info@elegancija.lt,https://www.vilaartemide.lt/en/,,apartamentai-ir-kotedzas-palangoje-vila-elegancija-prie-bota
Žilvinas Hotel Palanga – 2-3 kambarių apartamentai vos 200 m iki jūros!,Palanga,viešbutis,+37061497788,,https://www.vilaartemide.lt/en/,,zilvinas-hotel-palanga-2-3-kambariu-apartamentai-vos-200-m-i
"„IEVŲ VILA“ – geriausias šeimų poilsis Palangoje! Didelis kiemas, šildomas baseinas",Palanga,viešbutis,+37061111363,,https://www.vilaartemide.lt/en/,,ievu-vila-geriausias-seimu-poilsis-palangoje-didelis-kiemas-
"Viešbutis Palangoje ""Rąžė""***",Palanga,viešbutis,+37060005677,,https://www.vilaartemide.lt/en/,,viesbutis-palangoje-r-ze
"Viešbutis Palangoje ""Palangos dailė"" Tik 300 metrų iki jūros!",Palanga,viešbutis,+37046053887,,https://www.vilaartemide.lt/en/,,viesbutis-palangoje-palangos-daile-tik-300-metru-iki-juros
"Apartamentai ir liuksai Palangoje ""SKORPIONO VILA"" - su šildomu baseinu",Palanga,viešbutis,+37060155257,,https://www.vilaartemide.lt/en/,,apartamentai-ir-liuksai-palangoje-skorpiono-vila-su-sildomu-
„VILA ARTEMIDĖ“ – apartamentai Palangoje prie jūros,Palanga,viešbutis,+37061808158,,https://www.vilaartemide.lt/en/,,vila-artemide-apartamentai-palangoje-prie-juros
Tenisas - Viešbutis Palangoje,Palanga,viešbutis,+37046052828,,https://www.vilaartemide.lt/en/,,tenisas-viesbutis-palangoje
"Viešbutis Palangoje ""Baltic Inn""",Palanga,viešbutis,+37069829020,,https://www.vilaartemide.lt/en/,,viesbutis-palangoje-baltic-inn
SPA „Amber Palace“ Palanga,Palanga,viešbutis,+37065524312,,https://www.vilaartemide.lt/en/,,spa-amber-palace-palanga
Alka Boutique Apartments & SPA,Palanga,viešbutis,+37067633337,,https://www.vilaartemide.lt/en/,,alka-boutique-apartments-spa
"""Vandenis"" viešbutis Palangoje",Palanga,viešbutis,+37046053530,,https://www.vilaartemide.lt/en/,,vandenis-viesbutis-palangoje
"Viešbutis ""B45 Apartments"" Palangoje prie pat tilto",Palanga,viešbutis,+37068511110,,https://www.vilaartemide.lt/en/,,viesbutis-b45-apartments-palangoje-prie-pat-tilto
"Viešbutis Palangoje ""Bellavila"" 50 m iki jūros",Palanga,viešbutis,,,https://www.vilaartemide.lt/en/,,viesbutis-palangoje-bellavila-50-m-iki-juros
"Apartamentai Palangoje, Bangų gatvėje",Palanga,viešbutis,+37067499317,,https://www.vilaartemide.lt/en/,,apartamentai-palangoje-bangu-gatveje
"""Vila Ramybė"" *** Jūsų poilsiui Palangoje",Palanga,viešbutis,+37062076729,,https://www.vilaartemide.lt/en/,,vila-ramybe-jusu-poilsiui-palangoje
"Viešbutis Palangoje ""MEDŪZA"", 80 m iki paplūdimio!",Palanga,viešbutis,+37061115068,,https://www.vilaartemide.lt/en/,,viesbutis-palangoje-meduza-80-m-iki-papludimio
Poilsio ir sveikatinimo kompleksas „Atostogų parkas“,Palanga,viešbutis,,,https://www.vilaartemide.lt/en/,,poilsio-ir-sveikatinimo-kompleksas-atostogu-parkas
Palangos Kempingas Compensa Viešbutis,Palanga,viešbutis,+37060088811,,https://www.vilaartemide.lt/en/,,palangos-kempingas-compensa-viesbutis
"Viešbutis Palangoje ""Pušų paunksnėje""",Palanga,viešbutis,+37065686939,,https://www.vilaartemide.lt/en/,,viesbutis-palangoje-pusu-paunksneje
Viešbutis Mana Suites&Sea Palangoje,Palanga,viešbutis,+37061533250,,https://www.vilaartemide.lt/en/,,viesbutis-mana-suites-sea-palangoje
Baltoji vila - Palangoje,Palanga,viešbutis,+37068898490,,https://www.vilaartemide.lt/en/,,baltoji-vila-palangoje
PALANGOS VĖTRA **** Viešbutis Palangoje,Palanga,viešbutis,+37061136169,,https://www.vilaartemide.lt/en/,,palangos-vetra-viesbutis-palangoje
